"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
14.5,6.88,166,3,67.14,15.39,"Alpha","database","baja","success"
8.43,7.94,135,4,71.86,14.54,"Delta","database","alta","success"
26.97,3.97,152,1,66.13,45.44,"Beta","core","baja","success"
7.97,8.6,142,0,78.29,13.33,"Beta","auth","baja","success"
9.29,8.75,158,1,87.57,19.04,"Gamma","ui","media","success"
16.26,12.2,133,1,69.78,19.27,"Delta","core","alta","success"
9.5,8.53,133,0,92.08,57.34,"Delta","ui","baja","success"
19.14,2.02,164,1,66.17,13.36,"Alpha","core","alta","success"
28.19,13.28,153,1,95.28,36.45,"Delta","core","media","success"
31.33,1.15,156,1,97.6,48.91,"Beta","auth","baja","success"
37.32,3.51,152,3,63.32,26.27,"Alpha","core","baja","success"
17.77,19.31,146,1,99.86,14.48,"Beta","auth","baja","success"
42.95,10.42,151,0,80.02,69.77,"Gamma","api","media","success"
2.32,6.01,142,3,73.45,29.06,"Gamma","core","alta","success"
28.14,0.55,145,0,81.76,12.73,"Delta","ui","media","success"
21.67,6.81,150,2,56.65,24.24,"Alpha","ui","critica","success"
16.93,17.75,145,1,62.52,32.05,"Delta","ui","media","success"
39.89,3.63,164,2,87.06,2.69,"Alpha","api","baja","success"
4.8,7.97,153,0,88.83,8.23,"Delta","ui","alta","success"
39.92,11.37,163,1,62.82,37.95,"Delta","ui","media","success"
9.69,10.14,179,3,76.13,9.42,"Gamma","database","baja","success"
10.86,14.59,143,0,65.9,50.43,"Beta","database","media","success"
39.32,16.35,140,1,90.49,9,"Beta","ui","baja","failed"
4.15,8.49,143,2,79.49,54.83,"Delta","database","alta","success"
11.72,4.88,170,1,84.25,27.4,"Delta","api","baja","success"
44.7,10.36,152,1,50.45,16.04,"Delta","ui","media","success"
31,6.38,129,2,85.66,14.02,"Gamma","ui","baja","success"
20.44,16.67,161,7,94.29,9.89,"Beta","database","media","success"
17.91,5.66,144,5,42.12,19.49,"Gamma","database","alta","success"
21.56,10.17,137,1,97.56,21.67,"Alpha","core","alta","success"
36.38,2.39,149,0,80.77,5.04,"Gamma","api","alta","success"
30.34,6.1,151,1,82.04,0.39,"Delta","auth","media","success"
21.77,16.97,175,0,61.83,54.79,"Gamma","api","baja","success"
3.82,9.78,139,1,61.03,54.46,"Gamma","core","media","success"
11.82,9.34,150,2,52.68,41.8,"Gamma","auth","baja","success"
11.65,4.4,144,0,95.16,0.22,"Delta","ui","media","success"
11.53,5.56,141,0,96.77,27.03,"Delta","ui","baja","success"
4.19,11.04,152,2,40.72,21.77,"Beta","api","media","success"
23.12,14.65,139,1,46.19,44.09,"Delta","api","baja","success"
12.12,4.1,167,2,52.15,5.79,"Delta","core","media","success"
34.48,4.12,155,1,94.42,21.79,"Beta","auth","alta","rolled_back"
25.31,18.41,136,1,83.6,3.18,"Alpha","ui","baja","success"
42.74,3.11,136,1,72.17,6.64,"Gamma","ui","alta","success"
5.25,0.63,153,0,93,22.7,"Delta","ui","baja","success"
42.73,5.81,139,1,41.67,36.91,"Alpha","ui","alta","success"
32.92,13.29,156,2,41.8,6.5,"Delta","ui","media","failed"
41.61,10.4,149,2,77.91,1.77,"Delta","database","critica","success"
28.2,6.6,158,2,52.6,7.58,"Gamma","core","alta","success"
8.5,4.25,130,1,40.73,0.4,"Beta","auth","alta","success"
9.46,19.54,151,2,78.92,34.79,"Beta","ui","baja","success"
33.26,15.01,154,1,83.27,2.78,"Alpha","auth","media","success"
27.14,8.44,141,1,85.64,4.06,"Alpha","core","baja","success"
15.09,2.55,140,2,93.48,38.99,"Gamma","core","baja","success"
35.12,13.86,152,0,74.85,36.46,"Alpha","api","baja","success"
16.13,12.25,162,2,68.27,19.33,"Gamma","ui","baja","success"
38.72,13.19,148,2,99.73,92.61,"Gamma","ui","baja","success"
26.75,15.2,150,1,79.83,28.9,"Alpha","core","media","success"
19.58,12.16,146,1,42.28,10.95,"Beta","api","baja","success"
42.07,2.25,158,1,97.19,14.78,"Beta","auth","media","success"
21.63,14.11,134,1,84.16,3.36,"Gamma","core","baja","success"
5.82,0.9,157,4,52.42,13.04,"Gamma","ui","baja","success"
21.75,19.55,174,1,56.61,6.97,"Beta","core","media","success"
44.31,19.06,128,1,76.2,6.02,"Alpha","ui","critica","rolled_back"
41.75,16.55,141,0,83.59,1.8,"Beta","database","media","success"
20.44,5.36,147,1,94.88,3.5,"Alpha","api","baja","success"
39.33,11.77,151,1,82.23,6.16,"Gamma","database","baja","success"
14.57,7.2,140,1,83.86,15.66,"Delta","api","media","success"
36.21,19.28,163,2,44.26,10.11,"Alpha","core","baja","success"
36.32,17.11,153,2,74.45,13.9,"Delta","ui","baja","success"
18.33,14.54,156,0,58.69,10.02,"Alpha","database","media","success"
18.1,15.92,127,1,51.8,34.52,"Alpha","auth","media","success"
29.58,14.97,157,0,83.18,51.14,"Alpha","core","baja","success"
38.98,6.85,153,1,46.4,11.45,"Beta","database","baja","success"
30.06,17.92,137,1,55.81,15.29,"Gamma","api","alta","success"
23.96,1.58,139,0,55.38,28.25,"Beta","ui","media","success"
7.97,11.5,159,0,61.74,36.38,"Alpha","auth","baja","success"
28.16,6.71,156,3,88.86,15,"Gamma","core","media","success"
3.33,15.44,146,2,55.08,21.8,"Alpha","ui","alta","success"
23.18,12.64,147,1,81.72,124.84,"Beta","core","media","success"
33.67,8.14,150,0,94.9,11.96,"Alpha","auth","alta","success"
34.29,17.36,154,1,92.58,20.58,"Alpha","api","media","failed"
4.24,11.22,150,0,70.07,10.23,"Alpha","auth","media","success"
20.75,17.14,152,3,53.73,9.93,"Beta","auth","baja","success"
23.28,10.56,120,1,48.13,8.53,"Beta","database","critica","success"
13.26,13.16,158,0,50.26,39.41,"Delta","auth","media","success"
27.55,5.59,157,1,94.34,2.09,"Delta","ui","baja","success"
33.51,6.13,136,3,86.37,4.37,"Delta","database","media","success"
32.54,19.59,152,1,47.8,0.64,"Alpha","ui","media","success"
6.57,19.85,138,2,83.7,7.56,"Gamma","api","media","success"
26.52,6.12,154,4,55.71,4.96,"Alpha","auth","baja","success"
36.22,12.3,150,1,49.35,33.28,"Beta","auth","baja","success"
11.58,7.54,134,1,57.59,4.26,"Beta","api","media","success"
33.03,19.77,159,2,82.24,6.12,"Alpha","ui","media","success"
37.95,18.19,130,1,56.79,17.89,"Beta","database","critica","success"
6.67,10.61,125,0,43.59,34.93,"Beta","auth","media","success"
43.21,10.09,146,3,90.76,86.97,"Alpha","ui","critica","success"
34.03,8.09,151,1,63.37,20.28,"Beta","auth","media","success"
36.77,17.63,161,1,88.72,18.33,"Delta","api","media","success"
9.76,18.49,154,0,45.32,9.09,"Beta","database","baja","success"
2.63,5.8,158,0,40.23,25.56,"Beta","api","critica","success"
39.07,17.02,158,2,47.7,20.85,"Gamma","auth","critica","success"
41.48,10.15,148,0,51.9,2.33,"Beta","database","media","success"
7.49,12.72,150,1,53.21,12.9,"Delta","auth","critica","success"
22.28,8.32,162,0,45.8,13.36,"Beta","core","baja","success"
21.64,2.02,149,1,70.6,21.74,"Delta","ui","alta","success"
31.96,3.74,147,2,42.04,11.97,"Gamma","ui","media","success"
4.35,1.23,134,3,95.1,12.55,"Delta","api","alta","success"
33.39,7.93,153,0,65.76,0.49,"Beta","auth","critica","success"
18.72,14.41,142,3,78.96,11.63,"Beta","auth","alta","success"
21.57,5.49,147,1,41.07,15.82,"Delta","core","media","failed"
33.05,8.4,129,0,52.03,18.21,"Alpha","ui","baja","success"
21.95,16.19,131,0,63.38,4.26,"Alpha","auth","critica","success"
44.98,16,141,2,58.14,5.44,"Gamma","ui","media","success"
38.3,8.02,153,3,99.92,7.11,"Delta","core","media","success"
37.53,15.06,142,2,94.5,40.05,"Gamma","core","baja","success"
34.63,9.61,146,1,71.3,90.38,"Alpha","auth","baja","success"
6.38,4.9,156,2,44.86,38.9,"Alpha","database","alta","success"
38,4.48,164,0,72.75,35.01,"Alpha","api","baja","success"
36.9,1.53,163,2,65.68,3.22,"Beta","ui","media","failed"
44.63,11.91,141,2,69.9,2.14,"Alpha","ui","critica","success"
3.6,19.37,138,0,40.71,26.89,"Delta","ui","critica","success"
33.99,1.54,151,1,87.85,37.28,"Alpha","auth","baja","success"
19.74,14.5,125,1,66.97,14.42,"Delta","auth","baja","failed"
26.82,0.53,154,1,66.07,7.84,"Delta","auth","media","success"
37.64,19.8,145,0,86.65,2.77,"Alpha","auth","media","rolled_back"
2.09,19.41,153,1,49.64,24.72,"Gamma","core","critica","success"
2,14.14,131,1,61.28,4.52,"Beta","api","critica","success"
44.85,15.62,161,2,50.38,7.88,"Beta","database","media","success"
34.81,9.23,148,1,67.74,28.14,"Gamma","ui","alta","success"
15.19,14.88,158,2,61.45,1.93,"Gamma","database","baja","success"
36.82,13.71,141,1,64.57,74.96,"Gamma","database","baja","success"
44.62,0.75,131,1,71.56,22.92,"Alpha","database","critica","failed"
10.23,10.96,166,2,79.19,12.67,"Delta","auth","media","success"
29.6,15.14,148,1,76.89,0.21,"Alpha","core","media","success"
20.53,0.9,165,0,73.06,11.6,"Gamma","api","media","success"
42.3,14.12,156,1,70.41,39.03,"Beta","core","media","success"
44.48,17.11,168,2,80.65,37.72,"Delta","ui","baja","success"
21.35,9.65,149,1,46.67,86.1,"Delta","auth","critica","success"
11.53,5.57,153,1,70.76,21.99,"Alpha","core","baja","success"
31.75,16.01,152,2,81.07,44.6,"Beta","ui","baja","success"
25.71,8.79,152,2,93.87,0.45,"Delta","core","critica","success"
26.93,17.44,165,1,65.8,48.41,"Alpha","core","baja","success"
20.36,12.76,127,0,62.17,1.89,"Delta","auth","media","success"
20.04,9.3,167,2,52.03,28.92,"Gamma","api","media","success"
27.46,10.64,145,2,91.77,6.53,"Gamma","auth","baja","success"
21.17,19.5,149,3,72.48,115.95,"Gamma","auth","baja","success"
43.11,13.83,138,1,76.09,49.12,"Beta","core","alta","failed"
38.23,16.85,147,1,46.09,69.75,"Gamma","database","alta","success"
11.19,8.2,146,1,61.72,39.17,"Gamma","ui","baja","success"
19.78,17.85,157,1,54.05,37.3,"Beta","core","baja","failed"
19.77,1,167,1,98.45,7.45,"Beta","database","media","success"
2.4,7.84,155,1,67.53,26.69,"Alpha","core","baja","failed"
18.05,13.84,162,1,87.69,9.62,"Beta","ui","media","success"
19.87,9.23,158,1,50.94,78.76,"Alpha","auth","alta","success"
9.83,4.66,144,3,94.1,3.16,"Delta","database","media","success"
32.18,3.97,121,1,79.18,24.87,"Beta","ui","critica","success"
2.09,13.77,162,1,52.07,11.73,"Delta","auth","baja","success"
33.31,13.33,139,1,91.11,8.92,"Gamma","api","media","success"
20.32,8.71,163,1,77.14,71.67,"Alpha","database","alta","rolled_back"
33.31,12.28,153,1,44.23,19.54,"Beta","database","media","success"
2.11,8.31,127,1,83.83,0.9,"Beta","ui","baja","success"
3.47,10.96,140,0,66.55,64.6,"Alpha","database","media","success"
19.7,17.02,159,0,72.85,0.59,"Delta","database","baja","success"
29.51,5.34,132,2,42.08,54.49,"Alpha","ui","baja","failed"
11.06,13.79,148,1,79.76,16.92,"Beta","database","alta","success"
37.75,8.46,173,2,85.79,38.93,"Gamma","api","baja","success"
31.72,11.04,165,0,49.01,64.86,"Beta","ui","media","failed"
40.61,19.54,150,2,43.46,0.71,"Beta","api","media","success"
19.52,12.11,151,1,74.5,11.54,"Delta","ui","baja","success"
19.38,3.94,151,0,92.41,5.47,"Delta","api","media","success"
12.38,17.73,133,0,83.92,16.39,"Beta","database","critica","rolled_back"
17.76,7.18,161,1,65.11,14.42,"Beta","database","media","failed"
11.59,17,144,1,61.16,118.26,"Beta","api","baja","success"
42.02,2.06,141,0,78.63,33.9,"Beta","core","media","success"
22.22,1.72,157,2,76.47,101.57,"Gamma","database","baja","success"
3.57,2.59,137,0,55.33,30.82,"Alpha","ui","media","success"
35.15,17.15,145,1,52.36,15.32,"Delta","database","baja","success"
15.9,8.05,161,2,86.91,64.5,"Delta","auth","baja","success"
25.55,17.61,142,2,42.45,16.22,"Beta","auth","media","success"
30.92,7.28,176,1,80.86,11.33,"Delta","ui","critica","success"
13.56,7.77,153,4,50.51,7.88,"Delta","database","baja","success"
3.8,5.74,142,2,90.09,0.96,"Beta","ui","baja","success"
20.02,9.76,158,2,55.98,40.81,"Alpha","database","baja","success"
28.04,4.78,151,1,84.49,14.28,"Beta","core","media","success"
43.96,16.25,143,2,76.71,6.71,"Delta","api","baja","success"
43.69,8.73,159,0,98.76,5.11,"Beta","core","baja","success"
5.35,14.92,147,2,52.2,14.8,"Alpha","ui","baja","success"
23.18,17.5,160,2,74.98,26.87,"Beta","auth","alta","success"
18.71,17.73,167,0,97.87,9.66,"Alpha","api","media","success"
18.48,7.52,130,3,86.54,14.77,"Alpha","database","alta","success"
15.35,11.7,143,0,68.54,73.65,"Alpha","ui","media","success"
31.19,2.44,146,2,58.57,5.46,"Beta","core","baja","success"
13.88,3.13,136,4,91.67,30.12,"Delta","database","media","success"
18.47,3.28,150,0,99.08,2.98,"Beta","auth","critica","failed"
44.57,4.08,135,0,75.06,3.1,"Beta","database","baja","success"
35.95,0.94,138,1,62.26,21.34,"Beta","database","media","success"
15.09,5.66,142,2,80.47,20.98,"Gamma","auth","media","success"
37.04,1.35,144,3,96.67,9.53,"Gamma","core","baja","rolled_back"
11.11,1.55,151,2,65.99,49.59,"Alpha","auth","media","success"
23.3,4.93,137,0,75.14,48.9,"Beta","core","media","success"
8.76,3.81,156,0,88.09,32.96,"Beta","api","baja","success"
6.71,3.71,162,1,90.43,2.88,"Beta","database","baja","failed"
40.55,11.9,139,2,43.37,101.25,"Delta","database","baja","failed"
5.58,2.94,138,1,57.17,46.49,"Beta","api","baja","success"
39.13,14.28,160,0,63.68,5.78,"Alpha","core","media","success"
13.53,19.54,144,1,57.85,12.92,"Delta","auth","alta","success"
2.69,14.11,158,1,80.33,40.53,"Beta","ui","baja","success"
35.75,19.22,162,2,68.66,86.08,"Gamma","auth","baja","success"
17.1,18.03,156,0,74.45,24.87,"Gamma","database","baja","success"
2.59,19.9,175,4,42.66,1.25,"Alpha","core","alta","success"
33.96,5.15,152,2,62.11,23.43,"Alpha","core","baja","success"
2.79,15.73,149,1,70.77,15.84,"Alpha","database","alta","failed"
20.37,14.11,144,2,53.45,14.1,"Gamma","api","media","success"
12.66,9,172,1,77.46,4.71,"Alpha","core","baja","rolled_back"
23.16,13.9,151,2,41.08,71.77,"Beta","api","media","success"
29.92,3.39,150,1,75.06,25.61,"Delta","api","critica","success"
5.14,0.93,142,2,76.2,74.93,"Beta","api","media","success"
9.35,3.14,150,2,42.15,20.26,"Beta","api","baja","success"
6.04,14,157,0,52.27,17.06,"Beta","auth","baja","success"
36.84,6.54,130,0,94.75,42.69,"Alpha","core","baja","success"
28.8,7.3,154,1,48.29,42.45,"Delta","database","critica","failed"
28.93,18.05,192,0,74.98,22.02,"Delta","ui","critica","rolled_back"
18.5,9.81,156,0,97.91,1.63,"Gamma","database","baja","rolled_back"
20.3,15.08,142,1,94.11,10.88,"Delta","api","baja","success"
16.67,12.9,144,0,52.27,0.42,"Beta","auth","baja","success"
36.02,16.36,166,0,58.06,2.17,"Delta","database","alta","success"
40.08,10.88,139,0,63.44,22.01,"Beta","api","media","rolled_back"
29.82,8.8,161,2,48.14,24.28,"Delta","api","media","success"
27.29,10.12,164,1,52.95,37.34,"Beta","auth","baja","success"
15.76,1.67,144,2,48.32,17.43,"Delta","api","media","success"
4.79,12.41,141,0,96.12,22.95,"Gamma","ui","baja","success"
27.23,12.74,151,1,61.03,8.5,"Delta","api","media","success"
9.26,3.55,171,0,78.99,4.59,"Gamma","core","alta","success"
33.75,8.59,160,1,45.52,11.12,"Delta","api","media","success"
14.28,6.01,157,0,55.96,26.41,"Delta","database","media","success"
29.3,7.92,155,1,86.89,22.57,"Beta","database","media","success"
6.93,15.84,147,4,90.47,21.64,"Gamma","core","media","success"
12.6,19.72,137,0,70.9,9.22,"Beta","database","critica","rolled_back"
37.19,10.41,151,2,72.47,66.91,"Delta","api","alta","success"
36.46,16.25,143,3,78.04,33.8,"Beta","ui","critica","success"
3.49,19.28,160,1,48.2,23.33,"Beta","api","media","success"
39.59,8.49,130,1,47.79,20.52,"Beta","api","baja","success"
7.07,17.77,159,3,62.37,1.62,"Gamma","ui","critica","success"
27.98,1.06,140,1,47.26,37.1,"Alpha","auth","alta","success"
21.93,13.88,158,0,83.81,64,"Delta","database","baja","success"
25.74,8.05,145,4,80.36,2.61,"Delta","api","alta","success"
33.27,6.01,128,1,85.9,44.39,"Beta","ui","media","success"
21.94,16.86,139,3,69.08,17.23,"Beta","api","baja","success"
44.5,11.73,142,2,78.4,104.25,"Delta","database","media","success"
44.33,13.08,148,1,52.39,4.1,"Beta","auth","media","success"
18.61,7.57,133,1,80.77,12.7,"Beta","auth","alta","success"
27.98,12.34,173,3,53.2,28.39,"Delta","auth","alta","success"
16.53,18.41,157,0,90.41,3.71,"Delta","auth","media","success"
20.51,17.11,171,0,63.93,0.55,"Alpha","api","critica","success"
11.47,19.86,148,0,81.74,34.8,"Delta","database","alta","success"
1.76,8.94,146,0,72.05,6.45,"Gamma","ui","critica","rolled_back"
2.54,17.57,166,0,79.37,3.88,"Alpha","api","media","failed"
4.06,7.61,110,2,78.36,20.78,"Delta","auth","media","success"
34.76,1.81,148,2,76.29,4.89,"Alpha","ui","critica","success"
21.9,8.3,149,2,95.95,3.01,"Beta","core","baja","success"
38.51,10.23,153,2,47.01,15.76,"Gamma","ui","baja","success"
26.8,15.49,150,0,54.06,0.37,"Gamma","api","baja","success"
9.63,5.01,159,1,58.92,28.01,"Delta","auth","alta","success"
27.99,8.18,145,0,40.82,8.36,"Alpha","api","baja","success"
40.36,8.63,133,1,72.51,14.46,"Alpha","api","baja","success"
36.05,15.64,140,1,52,50.32,"Delta","auth","baja","rolled_back"
23.43,10.8,143,0,57.29,15.8,"Delta","api","alta","success"
19.9,2.64,142,1,66.47,2.31,"Alpha","auth","media","success"
29.97,9.91,163,1,89.37,34.85,"Beta","auth","baja","success"
40.12,2.49,145,2,43.44,15.74,"Alpha","database","baja","success"
40.3,17.95,156,2,86.66,3.51,"Alpha","core","media","success"
9.26,11.24,132,1,51.93,17.16,"Delta","database","baja","success"
12.7,18.57,148,0,92.74,2.38,"Delta","api","baja","success"
6.43,15.64,173,2,66.7,16.28,"Delta","api","media","success"
36.18,13.02,169,1,91.78,15.8,"Delta","database","media","success"
6.26,7.16,164,0,91.39,5.95,"Delta","database","baja","success"
37.56,15.62,165,1,51.85,16.07,"Gamma","ui","critica","success"
35.04,6,178,2,50.73,5.59,"Beta","auth","alta","failed"
42.55,5.17,154,0,49.68,9.24,"Beta","ui","baja","success"
21.81,0.54,143,1,91.39,32.81,"Gamma","api","alta","failed"
42.38,8.01,158,3,44.3,16.58,"Beta","database","media","failed"
35.66,13.1,168,2,69.29,29.68,"Gamma","auth","baja","success"
39.55,16.34,184,2,79.4,40.93,"Alpha","api","baja","rolled_back"
18.66,4.07,148,0,51.66,36.74,"Gamma","database","media","success"
5.84,19.64,166,2,46.33,20.97,"Alpha","database","alta","success"
13.55,13.3,158,0,52.55,51.74,"Gamma","api","alta","success"
32.92,16.58,150,1,42.23,52.4,"Alpha","api","media","success"
17,18.5,149,1,85.76,11.47,"Delta","database","baja","success"
18.15,12.17,137,3,98.47,7.1,"Beta","core","media","success"
2.89,6.54,146,0,74.1,5.64,"Beta","ui","media","success"
24.18,15.69,143,0,69.72,72.62,"Alpha","api","baja","success"
6.77,15.26,144,2,91.08,16.25,"Alpha","database","baja","success"
40.01,17.46,163,1,99.39,10.07,"Beta","core","critica","failed"
4.75,9.07,171,1,85.64,3.98,"Beta","ui","baja","success"
35.61,16.92,143,0,73.51,35.6,"Alpha","core","alta","success"
38.65,13.05,146,1,57.73,18.78,"Gamma","database","critica","success"
3.12,7.94,145,0,74.83,9.72,"Alpha","core","alta","success"
13.47,2.92,157,1,59.89,7.26,"Beta","api","baja","success"
29.43,11.04,125,1,46.8,18.64,"Beta","auth","critica","success"
35.65,13.41,140,0,91.48,2.01,"Alpha","ui","media","failed"
18.9,1.66,173,2,91.65,59.34,"Beta","ui","media","failed"
42.19,18.13,162,0,48.3,14.71,"Beta","database","critica","success"
18.49,4.21,153,1,76.87,28.51,"Gamma","core","baja","success"
19.94,19.29,160,0,47.31,1.47,"Beta","api","critica","success"
13.96,2.3,138,0,89.62,12.78,"Gamma","auth","media","success"
28.11,2.79,148,1,50.17,21.6,"Gamma","auth","media","rolled_back"
25.81,9.3,158,1,81.44,18.07,"Alpha","core","baja","failed"
3.24,14.21,151,2,82.44,15.75,"Alpha","api","baja","success"
33.92,7.88,158,0,93.47,0.39,"Beta","api","baja","success"
10.48,6.46,132,1,82.91,65.46,"Alpha","auth","baja","failed"
30.06,14.22,146,0,75.83,25.53,"Alpha","auth","alta","success"
24.23,14.14,130,2,40.26,6.63,"Gamma","core","media","success"
29.05,14.94,146,0,47.49,8.98,"Alpha","auth","media","success"
28.36,8.87,148,1,73.95,2.4,"Alpha","core","baja","success"
13.89,4.5,129,2,73.11,14.94,"Gamma","api","media","failed"
11.24,8.34,152,1,61.37,1.63,"Alpha","auth","media","success"
24.95,6,139,1,50.63,7.02,"Alpha","database","baja","success"
44.84,15.17,173,1,42.02,112.01,"Alpha","core","baja","success"
15.81,11.32,135,1,68.34,30.19,"Delta","auth","alta","failed"
15.57,15.56,135,1,88.92,0.32,"Beta","api","alta","success"
3.04,10.49,147,1,54.94,23.03,"Delta","database","baja","success"
24.36,12.39,143,1,88.76,6.95,"Delta","database","media","success"
27.46,13.38,148,0,40.36,50.31,"Gamma","ui","critica","success"
33.78,13.73,161,1,52.88,27.48,"Gamma","database","critica","success"
42.95,2.94,155,0,49.21,11.05,"Alpha","core","media","success"
22.8,13.13,173,4,44.67,11.11,"Delta","ui","critica","success"
5.12,5.37,148,2,97.59,18.44,"Delta","auth","alta","success"
12.81,12.39,133,2,67.81,22.94,"Beta","api","media","success"
39.56,14.35,167,1,80.36,77.68,"Delta","ui","critica","success"
38.56,10.96,137,1,97.4,14.41,"Beta","ui","media","success"
38.17,15.07,136,2,62.24,10.14,"Delta","ui","baja","success"
42.69,16.49,154,3,55.82,3.68,"Delta","core","baja","success"
29.89,9.05,138,1,57.56,22.95,"Beta","api","baja","success"
22.73,15.34,137,2,58.68,80.06,"Delta","auth","media","success"
9.67,18.66,171,1,74.51,21.06,"Delta","auth","media","rolled_back"
32.52,15.83,152,0,42.3,9.56,"Alpha","core","baja","success"
5.2,19.13,162,1,48.75,92.41,"Gamma","database","alta","failed"
21.56,17.38,140,0,90.5,1.15,"Alpha","api","baja","success"
42.21,5.01,146,4,69.89,12.54,"Gamma","auth","baja","success"
38.27,14.32,146,1,98.17,28.26,"Gamma","auth","media","success"
32.65,16.15,150,1,74.9,2.22,"Gamma","ui","baja","success"
6.89,9.06,157,2,76.47,6,"Delta","auth","critica","success"
27.37,16.94,167,1,80.45,33.47,"Alpha","ui","alta","rolled_back"
44.56,3.19,146,1,44.81,7.1,"Gamma","ui","media","success"
28.27,10.64,149,1,86.65,47.31,"Delta","api","baja","success"
13.38,6.6,156,2,61.93,23.75,"Gamma","database","baja","success"
4.27,11.25,152,1,61.51,4,"Beta","database","media","success"
4.65,4.25,149,3,86.38,18.46,"Delta","ui","media","success"
39.5,19.37,155,0,73.99,3.46,"Delta","database","alta","success"
17.28,7.96,149,0,98.37,32.29,"Gamma","api","critica","success"
42.63,16.34,139,1,81.52,20.76,"Delta","core","critica","success"
25.79,6.34,148,0,44.69,21.2,"Beta","auth","alta","success"
23.8,10.75,168,2,67.03,42.63,"Gamma","auth","baja","success"
42.73,8.73,148,3,70.28,15.86,"Gamma","database","baja","success"
6.28,14.46,140,0,61.04,0.44,"Beta","auth","critica","failed"
37.12,3.48,156,1,83.77,39.32,"Delta","auth","baja","failed"
17.91,7.72,125,3,69.46,20.65,"Gamma","api","critica","success"
25.71,5.7,153,3,74.97,6.9,"Beta","database","media","success"
15.15,16.35,138,0,51.42,13.13,"Delta","database","media","success"
5.08,12.96,132,1,76.45,7.88,"Delta","ui","alta","success"
35.43,15.45,139,0,74.73,65.8,"Gamma","auth","media","success"
9.91,11.9,144,2,62.02,53.06,"Delta","database","media","success"
30.02,19.95,148,0,91.49,0.11,"Alpha","ui","media","failed"
20.43,7.19,148,0,70.47,28.76,"Gamma","core","media","success"
10.08,7.93,140,3,70.1,2.73,"Alpha","ui","media","success"
44.77,16.97,160,1,75.53,6.36,"Beta","database","baja","success"
20.93,7.89,145,2,70.85,4.38,"Delta","database","critica","success"
2.87,1.48,162,2,71.69,29.92,"Beta","api","critica","success"
42.26,1.09,152,4,52.5,5.16,"Delta","core","baja","success"
39.39,13.86,167,1,93.64,72.06,"Delta","auth","critica","failed"
27.65,17.06,125,1,68.77,10.4,"Gamma","ui","baja","success"
14.51,18.86,163,1,67.89,26.53,"Beta","database","media","success"
36.71,10.24,137,1,54.72,1.72,"Gamma","core","media","success"
42.92,7.16,157,2,75.67,24.4,"Beta","api","alta","success"
38.56,3.2,154,2,77.5,19.9,"Delta","api","baja","success"
7.04,13.19,141,2,95.55,13.5,"Alpha","api","media","success"
43.65,4.57,167,2,92.59,3.69,"Delta","api","baja","success"
25.73,6.12,152,0,99.95,3.39,"Alpha","core","media","failed"
1.73,9.53,162,0,63.07,33.74,"Alpha","api","baja","success"
7.41,10.08,138,0,62.57,46.18,"Gamma","api","media","success"
1.75,6.6,126,1,57.92,7.19,"Gamma","auth","baja","success"
37.03,15.96,157,3,69.85,23.19,"Delta","core","media","success"
35.52,5.59,135,1,64.82,62.23,"Alpha","core","media","success"
42,4.02,181,1,44.27,9.21,"Delta","database","media","success"
17.54,2.26,145,0,92.64,41.14,"Alpha","database","alta","success"
43.89,6.15,138,1,62.17,13.15,"Gamma","database","alta","rolled_back"
37.33,4.76,130,1,68.31,18.07,"Alpha","auth","baja","failed"
35.75,14.2,147,1,70.44,7.65,"Delta","api","critica","success"
28.59,10.7,146,0,40.61,38.6,"Gamma","auth","baja","success"
43.58,13.39,140,0,81.66,3.29,"Delta","ui","baja","success"
23.25,3.68,139,1,59.34,1.06,"Gamma","ui","baja","success"
40.38,15.91,160,3,83.13,1.73,"Delta","auth","critica","success"
18.95,4.4,143,2,84.33,13.52,"Delta","core","baja","success"
20.97,17.95,165,4,62.71,25.09,"Gamma","api","alta","success"
42.21,2.27,144,0,80.52,39.29,"Gamma","ui","critica","success"
31.22,15.7,135,1,95,2.92,"Gamma","database","critica","failed"
2.29,2.27,156,1,55.47,13.25,"Gamma","ui","media","success"
8.7,3.24,160,1,66.29,40.94,"Alpha","core","critica","success"
23.07,4.41,129,1,41.38,14.95,"Delta","database","baja","success"
20.05,11.44,138,2,80.55,7.46,"Beta","ui","media","failed"
44.65,13.33,160,1,65.29,10.8,"Gamma","auth","media","success"
40.17,7.23,158,4,47.27,4.97,"Gamma","database","baja","failed"
16.54,10.77,143,3,92.67,15.18,"Beta","database","media","success"
32.2,10.2,143,2,60.19,6.48,"Alpha","auth","alta","success"
41.03,6.67,156,1,95.37,50.58,"Gamma","ui","media","success"
30.92,16.5,145,0,79.1,76.24,"Beta","core","baja","success"
29.3,17.8,158,1,97.51,30.43,"Alpha","api","baja","failed"
8.01,12.37,147,1,47.08,6.21,"Beta","core","baja","success"
27.65,6.05,147,1,81.5,3.31,"Alpha","core","media","success"
13.36,11.45,161,1,52.94,6.6,"Beta","api","baja","success"
21.42,13.37,142,1,52.65,3.21,"Gamma","database","alta","success"
11.17,9.32,147,1,88.55,9.78,"Delta","api","media","success"
12.59,12.79,154,4,69.76,7.24,"Gamma","core","baja","failed"
